,greV,greQ,greA,cgpa,univName
73985,157.0,164.0,4.5,3.3,National University of Sciences and Technology
74014,150.0,148.0,4.0,3.89,COMSATS University Islamabad
74015,168.0,170.0,4.5,3.96,"University of Engineering and Technology, Lahore"
74021,168.0,158.0,5.0,3.98,National University of Sciences and Technology
74027,158.0,150.0,4.0,3.98,Air University
74038,157.0,164.0,4.5,3.3,COMSATS University Islamabad
74065,167.0,163.0,4.5,3.96,COMSATS University Islamabad
74067,158.0,170.0,5.5,3.97,"University of Engineering and Technology, Lahore"
74074,158.0,163.0,4.0,4.0,COMSATS University Islamabad
74108,160.0,170.0,4.0,3.86,COMSATS University Islamabad
74134,152.0,148.0,5.0,3.8,Air University
74135,165.0,167.0,5.5,3.92,"University of Engineering and Technology, Lahore"
74141,168.0,170.0,5.0,3.94,"University of Engineering and Technology, Lahore"
74183,157.0,166.0,4.0,3.16,"University of Engineering and Technology, Lahore"
74206,160.0,170.0,4.5,3.67,"University of Engineering and Technology, Lahore"
74209,163.0,154.0,6.0,3.54,Air University
74245,167.0,145.0,5.0,3.4,"University of Engineering and Technology, Lahore"
74289,168.0,169.0,4.0,3.83,"University of Engineering and Technology, Lahore"
74298,160.0,159.0,5.5,3.95,University of Central Punjab
74310,167.0,169.0,4.0,3.8,Bahria University
74324,161.0,169.0,4.0,8.94,Aga Khan University
74328,159.0,150.0,5.5,3.86,Aga Khan University
74333,161.0,165.0,4.0,3.7,Aga Khan University
74334,160.0,149.0,4.0,3.65,Air University
74398,168.0,155.0,3.0,3.6,Bahria University
74431,147.0,148.0,3.0,3.06,"University of Engineering and Technology, Lahore"
74439,162.0,167.0,4.5,3.83,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
74440,158.0,158.0,4.5,4.0,Air University
74468,157.0,151.0,4.5,3.94,Bahauddin Zakariya University
74487,167.0,160.0,6.0,3.72,Aga Khan University
74491,169.0,159.0,4.0,3.94,Air University
74510,152.0,170.0,3.0,3.64,National University of Sciences and Technology
74514,163.0,167.0,3.5,3.83,Bahria University
74562,166.0,157.0,6.0,3.65,National University of Sciences and Technology
74569,164.0,152.0,5.0,3.5,COMSATS University Islamabad
74578,151.0,155.0,4.0,3.49,COMSATS University Islamabad
74609,154.0,157.0,4.5,3.78,"International Islamic University, Islamabad"
74627,155.0,168.0,3.5,3.0,Air University
74638,164.0,166.0,4.0,3.88,University of the Punjab
74647,148.0,167.0,3.0,3.89,Lahore University of Management Sciences
74692,170.0,162.0,3.5,4.0,Aga Khan University
74710,165.0,159.0,5.5,3.6,National University of Modern Languages
74711,165.0,159.0,5.5,3.6,Lahore University of Management Sciences
74732,158.0,166.0,3.0,3.91,Aga Khan University
74733,152.0,159.0,4.0,3.83,Bahauddin Zakariya University
74736,152.0,159.0,4.0,3.83,Bahauddin Zakariya University
74837,152.0,170.0,4.0,3.8,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
74860,159.0,169.0,3.5,3.84,Bahauddin Zakariya University
74863,154.0,168.0,4.5,3.92,Aga Khan University
74882,159.0,169.0,3.5,3.84,"International Islamic University, Islamabad"
74908,169.0,161.0,3.5,3.92,Bahauddin Zakariya University
74938,155.0,156.0,4.5,3.98,"University of Engineering and Technology, Lahore"
74939,157.0,164.0,4.0,3.98,"University of Engineering and Technology, Lahore"
74973,160.0,163.0,5.0,3.9,COMSATS University Islamabad
74999,161.0,166.0,4.0,3.54,Aga Khan University
75000,152.0,170.0,3.0,3.64,National University of Sciences and Technology
75012,163.0,151.0,5.0,3.49,Air University
75033,163.0,170.0,4.5,3.5,NED University of Engineering and Technology
75046,158.0,167.0,4.5,3.98,University of Central Punjab
75057,164.0,170.0,4.5,3.25,Aga Khan University
75092,165.0,167.0,4.0,3.85,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
75130,170.0,166.0,5.5,4.0,Bahauddin Zakariya University
75132,170.0,166.0,5.5,4.0,NED University of Engineering and Technology
75163,159.0,167.0,4.0,3.5,Bahauddin Zakariya University
75201,161.0,170.0,4.0,3.4,Aga Khan University
75229,162.0,166.0,5.5,3.78,Bahria University
75262,162.0,158.0,5.5,3.84,Aga Khan University
75290,157.0,169.0,5.5,3.76,"University of Engineering and Technology, Lahore"
75473,162.0,159.0,5.0,3.85,Bahria University
75514,157.0,157.0,5.0,3.28,Air University
75524,161.0,170.0,4.5,3.4,Bahauddin Zakariya University
75540,169.0,152.0,3.5,3.96,Air University
75610,162.0,162.0,6.0,3.98,Lahore University of Management Sciences
75629,160.0,170.0,5.0,3.9,Air University
75652,161.0,170.0,5.0,8.34,Aga Khan University
75688,169.0,153.0,4.5,3.56,Air University
75709,164.0,168.0,4.0,3.91,National University of Sciences and Technology
75722,159.0,170.0,4.5,3.83,Bahauddin Zakariya University
75742,163.0,170.0,4.5,3.95,"University of Engineering and Technology, Lahore"
75745,161.0,155.0,5.0,3.79,Bahauddin Zakariya University
75754,157.0,167.0,4.0,3.99,National University of Sciences and Technology
75769,162.0,153.0,3.0,3.79,Bahauddin Zakariya University
75770,163.0,167.0,3.5,3.83,Bahria University
75780,161.0,164.0,4.5,3.56,"University of Engineering and Technology, Lahore"
75784,159.0,148.0,4.0,3.96,University of Central Punjab
75789,151.0,150.0,5.0,3.45,Bahauddin Zakariya University
75792,160.0,150.0,4.5,3.93,Bahauddin Zakariya University
75847,164.0,143.0,3.0,3.54,University of the Punjab
75871,155.0,150.0,5.5,3.9,Air University
75903,156.0,169.0,4.0,3.87,Air University
75914,154.0,157.0,4.0,3.22,Aga Khan University
75932,157.0,150.0,5.0,3.9,Bahauddin Zakariya University
75936,157.0,168.0,3.5,3.89,Bahria University
75937,155.0,168.0,3.5,3.63,Bahauddin Zakariya University
75947,157.0,159.0,4.0,3.92,Bahauddin Zakariya University
76001,167.0,161.0,0.0,3.82,National University of Sciences and Technology
76026,168.0,166.0,5.5,3.86,Bahauddin Zakariya University
76028,165.0,163.0,4.5,3.53,Bahauddin Zakariya University
76030,158.0,168.0,0.0,3.81,Bahauddin Zakariya University
76055,166.0,159.0,4.0,3.87,Bahauddin Zakariya University
76087,154.0,166.0,5.0,3.6,Aga Khan University
76151,166.0,164.0,4.0,3.77,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
76153,166.0,159.0,4.5,3.95,Aga Khan University
76155,167.0,156.0,5.0,3.83,COMSATS University Islamabad
76173,162.0,164.0,5.0,3.87,University of Central Punjab
76175,157.0,170.0,4.0,3.7,"University of Engineering and Technology, Lahore"
76209,156.0,168.0,4.0,4.0,Air University
76263,167.0,165.0,4.0,3.75,Institute of Business Administration
76264,152.0,152.0,4.5,3.9,Aga Khan University
76278,160.0,157.0,5.0,3.74,Aga Khan University
76280,161.0,168.0,3.5,3.74,Lahore University of Management Sciences
76285,152.0,161.0,4.0,3.6,University of the Punjab
76289,161.0,170.0,4.0,3.97,Bahauddin Zakariya University
76295,162.0,149.0,4.0,3.52,Aga Khan University
76297,156.0,158.0,4.0,3.96,Aga Khan University
76330,158.0,170.0,4.0,3.96,Aga Khan University
76335,152.0,157.0,4.0,3.54,Aga Khan University
76400,162.0,163.0,3.5,3.89,Bahauddin Zakariya University
76431,158.0,156.0,4.5,3.96,Bahauddin Zakariya University
76432,164.0,163.0,4.0,3.91,Lahore University of Management Sciences
76444,159.0,154.0,4.5,3.9,National University of Computer and Emerging Sciences
76490,155.0,153.0,4.0,3.3,Air University
76554,157.0,167.0,3.5,3.96,Institute of Business Administration
76571,168.0,167.0,4.0,3.87,NED University of Engineering and Technology
76572,159.0,170.0,3.5,3.49,COMSATS University Islamabad
76573,159.0,170.0,3.5,3.49,Bahauddin Zakariya University
76602,161.0,163.0,4.5,3.4,Bahria University
76624,163.0,164.0,4.0,3.91,Bahauddin Zakariya University
76627,160.0,170.0,4.0,3.8,Bahauddin Zakariya University
76640,168.0,154.0,4.5,3.95,Bahauddin Zakariya University
76644,155.0,164.0,4.0,3.7,COMSATS University Islamabad
76660,164.0,164.0,4.5,3.3,COMSATS University Islamabad
76678,163.0,154.0,6.0,3.54,"International Islamic University, Islamabad"
76704,160.0,170.0,4.0,3.81,Bahauddin Zakariya University
76711,167.0,161.0,5.5,3.63,"International Islamic University, Islamabad"
76777,166.0,161.0,4.5,3.7,"International Islamic University, Islamabad"
76797,160.0,157.0,4.5,3.99,"International Islamic University, Islamabad"
76798,155.0,160.0,4.5,3.44,University of the Punjab
76845,161.0,148.0,4.5,3.77,Bahauddin Zakariya University
76922,159.0,168.0,4.5,3.56,Quaid-i-Azam University
76957,155.0,156.0,4.0,3.95,"International Islamic University, Islamabad"
76967,155.0,145.0,5.0,3.59,"International Islamic University, Islamabad"
76980,166.0,150.0,4.0,4.0,Quaid-i-Azam University
77001,160.0,157.0,5.0,3.74,"International Islamic University, Islamabad"
77003,168.0,149.0,5.0,3.74,COMSATS University Islamabad
77009,152.0,152.0,4.5,3.9,"International Islamic University, Islamabad"
77063,169.0,152.0,3.5,3.44,University of Central Punjab
77106,168.0,149.0,5.0,3.74,Bahauddin Zakariya University
77242,158.0,167.0,5.0,3.96,University of the Punjab
77294,159.0,170.0,4.5,3.98,University of Central Punjab
77341,155.0,165.0,4.5,3.5,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
77386,170.0,158.0,3.0,3.7,Bahauddin Zakariya University
77423,145.0,160.0,5.0,3.45,University of Central Punjab
77439,155.0,169.0,4.0,3.59,University of Central Punjab
77440,159.0,170.0,4.5,3.83,University of Central Punjab
77531,170.0,161.0,4.5,3.3,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
77553,163.0,165.0,5.5,3.4,Aga Khan University
77567,161.0,162.0,4.0,3.5,Aga Khan University
77595,159.0,152.0,4.5,3.48,Lahore University of Management Sciences
77612,161.0,168.0,4.5,3.8,Bahria University
77624,160.0,156.0,3.5,3.29,National University of Modern Languages
77650,160.0,153.0,4.5,3.8,University of Central Punjab
77675,164.0,161.0,4.0,3.77,National University of Computer and Emerging Sciences
77678,162.0,168.0,5.0,3.5,"International Islamic University, Islamabad"
77761,168.0,167.0,5.5,4.0,COMSATS University Islamabad
77816,166.0,160.0,4.0,2.96,"International Islamic University, Islamabad"
77817,145.0,155.0,3.0,3.94,"University of Engineering and Technology, Lahore"
77838,167.0,168.0,4.0,3.97,COMSATS University Islamabad
77840,157.0,161.0,5.0,3.75,Bahauddin Zakariya University
77847,168.0,167.0,5.0,3.47,Bahauddin Zakariya University
77881,155.0,150.0,5.5,3.9,"University of Engineering and Technology, Lahore"
77897,159.0,168.0,5.0,3.7,University of Central Punjab
77958,156.0,167.0,4.0,3.2,"International Islamic University, Islamabad"
77987,153.0,153.0,4.0,3.8,Quaid-i-Azam University
77997,159.0,153.0,4.5,4.0,Quaid-i-Azam University
78017,159.0,146.0,5.5,3.7,Air University
78054,157.0,167.0,4.0,3.7,COMSATS University Islamabad
78071,156.0,160.0,4.0,2.84,University of Central Punjab
78099,161.0,159.0,4.5,3.75,"University of Engineering and Technology, Lahore"
78112,153.0,168.0,4.5,3.68,University of Central Punjab
78120,160.0,156.0,0.0,3.92,University of the Punjab
78124,160.0,157.0,4.5,3.99,"University of Engineering and Technology, Lahore"
78158,149.0,157.0,4.5,3.83,"University of Engineering and Technology, Lahore"
78185,170.0,162.0,5.0,3.75,"University of Engineering and Technology, Lahore"
78200,165.0,168.0,4.5,3.1,"University of Engineering and Technology, Lahore"
78206,149.0,148.0,3.5,3.78,"University of Engineering and Technology, Lahore"
78243,159.0,147.0,4.5,3.94,Air University
78257,170.0,166.0,4.0,3.49,Air University
78312,164.0,165.0,5.0,3.5,National University of Computer and Emerging Sciences
78317,155.0,160.0,4.5,3.44,"International Islamic University, Islamabad"
78328,165.0,157.0,5.0,3.8,Lahore University of Management Sciences
78413,157.0,170.0,4.5,3.3,Bahauddin Zakariya University
78466,163.0,162.0,0.0,3.98,Air University
78506,155.0,167.0,4.5,3.07,National University of Modern Languages
78507,145.0,143.0,4.5,3.1,Bahauddin Zakariya University
78534,165.0,163.0,4.0,3.1,Bahauddin Zakariya University
78548,160.0,160.0,5.0,3.7,Air University
78575,160.0,166.0,3.0,3.93,Institute of Business Administration
78601,162.0,163.0,4.0,3.6,National University of Modern Languages
78607,163.0,161.0,5.5,3.97,National University of Computer and Emerging Sciences
78611,148.0,162.0,4.0,3.82,Bahauddin Zakariya University
78634,155.0,156.0,4.5,3.98,National University of Sciences and Technology
78644,145.0,165.0,3.0,3.96,National University of Sciences and Technology
78645,166.0,159.0,4.0,3.87,Air University
78678,158.0,162.0,5.0,3.65,Bahauddin Zakariya University
78681,159.0,148.0,4.0,3.96,National University of Computer and Emerging Sciences
78701,162.0,169.0,4.0,3.98,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
78737,158.0,165.0,4.0,4.0,"International Islamic University, Islamabad"
78775,153.0,170.0,4.0,3.7,Air University
78786,168.0,164.0,4.5,3.36,Air University
78814,159.0,168.0,4.0,3.7,National University of Sciences and Technology
78832,160.0,170.0,4.5,3.45,Bahauddin Zakariya University
78833,160.0,170.0,4.5,3.45,University of Central Punjab
78863,160.0,164.0,5.5,3.14,Air University
78869,165.0,159.0,5.0,3.9,University of the Punjab
78896,166.0,146.0,5.5,3.85,NED University of Engineering and Technology
78916,167.0,156.0,5.0,3.83,National University of Computer and Emerging Sciences
78931,160.0,170.0,4.5,3.92,National University of Sciences and Technology
78938,162.0,165.0,3.0,3.8,"University of Engineering and Technology, Lahore"
78940,147.0,170.0,4.0,3.6,"University of Engineering and Technology, Lahore"
78966,155.0,167.0,4.0,7.02,National University of Modern Languages
78985,166.0,164.0,4.0,3.77,"International Islamic University, Islamabad"
78999,155.0,152.0,4.5,2.75,University of the Punjab
79041,153.0,170.0,4.5,3.8,"International Islamic University, Islamabad"
79131,156.0,170.0,3.6,3.71,Bahauddin Zakariya University
79141,170.0,159.0,3.5,3.46,Air University
79143,170.0,163.0,3.5,3.9,COMSATS University Islamabad
79163,160.0,162.0,4.0,3.94,COMSATS University Islamabad
79166,154.0,169.0,3.0,3.79,Lahore University of Management Sciences
79175,165.0,170.0,6.0,4.0,"University of Engineering and Technology, Lahore"
79180,155.0,162.0,4.5,3.68,Air University
79216,166.0,170.0,4.5,4.0,"University of Engineering and Technology, Lahore"
79274,165.0,165.0,5.5,3.9,COMSATS University Islamabad
79297,161.0,170.0,3.0,3.68,University of Central Punjab
79301,161.0,170.0,3.0,3.68,Institute of Business Administration
79385,158.0,168.0,3.5,3.87,Bahauddin Zakariya University
79444,166.0,159.0,3.5,3.56,Air University
79512,145.0,166.0,3.0,3.69,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
79520,154.0,160.0,5.5,3.36,Bahauddin Zakariya University
79530,162.0,166.0,5.5,3.78,University of Central Punjab
79568,161.0,137.0,5.0,4.0,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
79584,157.0,159.0,4.5,3.15,Aga Khan University
79630,156.0,158.0,4.0,3.77,Aga Khan University
79698,170.0,154.0,6.0,3.98,Aga Khan University
79711,148.0,161.0,4.0,3.5,National University of Computer and Emerging Sciences
79732,169.0,151.0,6.0,3.89,Aga Khan University
79738,160.0,165.0,5.0,3.6,Bahauddin Zakariya University
79765,155.0,164.0,4.5,3.66,University of the Punjab
79785,163.0,151.0,4.5,4.0,Bahauddin Zakariya University
79807,161.0,165.0,4.0,3.72,Air University
79822,169.0,164.0,5.0,3.5,"International Islamic University, Islamabad"
79826,157.0,156.0,4.5,2.76,University of Central Punjab
79829,165.0,165.0,5.0,4.0,Bahauddin Zakariya University
79867,161.0,166.0,5.0,3.88,Aga Khan University
79873,163.0,170.0,3.5,3.6,Air University
79918,162.0,165.0,4.5,3.97,Lahore University of Management Sciences
79926,168.0,168.0,4.5,3.52,National University of Computer and Emerging Sciences
79933,154.0,153.0,4.5,3.73,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
79944,152.0,168.0,4.0,3.6,National University of Sciences and Technology
79952,159.0,170.0,5.0,3.86,Bahauddin Zakariya University
79987,159.0,158.0,0.0,3.9,"University of Engineering and Technology, Lahore"
80014,157.0,164.0,3.0,3.58,National University of Sciences and Technology
80070,166.0,166.0,5.5,3.73,Bahauddin Zakariya University
80074,159.0,168.0,4.5,3.96,"International Islamic University, Islamabad"
80077,156.0,150.0,4.0,2.83,National University of Computer and Emerging Sciences
80079,153.0,160.0,3.5,3.69,National University of Sciences and Technology
80107,156.0,169.0,4.0,3.67,COMSATS University Islamabad
80114,159.0,170.0,4.5,3.72,Bahauddin Zakariya University
80119,156.0,144.0,3.5,3.5,Air University
80131,159.0,170.0,4.5,4.0,University of Central Punjab
80135,166.0,158.0,3.0,3.54,"International Islamic University, Islamabad"
80147,158.0,155.0,4.0,3.93,Air University
80181,155.0,149.0,5.0,3.87,National University of Sciences and Technology
80201,163.0,158.0,4.5,3.46,Air University
80268,168.0,170.0,6.0,3.75,"International Islamic University, Islamabad"
80281,157.0,160.0,3.5,3.1,University of the Punjab
80355,158.0,170.0,4.5,3.92,University of Central Punjab
80356,150.0,168.0,3.5,3.6,National University of Sciences and Technology
80358,158.0,170.0,4.5,3.92,"International Islamic University, Islamabad"
80359,168.0,150.0,3.5,3.6,National University of Sciences and Technology
80388,152.0,163.0,3.5,3.53,Bahauddin Zakariya University
80416,163.0,168.0,5.0,4.0,Air University
80428,168.0,164.0,5.5,3.87,"International Islamic University, Islamabad"
80430,159.0,169.0,4.0,3.88,NED University of Engineering and Technology
